,,Redzes uzman?ba (pap?ra versija),,
V,89.07,46,73,10
S,71.56,43,81,10
V,66.44,23,155,10
V,97.53,31,112,10
V,72.45,44,,10
V,133.33,45,,10
V,132.87,57,130,9
S,134.74,38,143,10
V,88.29,49,120,9
S,91.12,42,79,10
S,135.21,57,111,10
S,133.69,42,253,10
S,114.58,58,175,10
S,52.14,,,9
S,94.22,62,161,10
S,115.20,,,10
V,142.72,37,213,10
S,136.20,,,10
S,86.15,,,10
S,132.28,,,10
S,136.99,,,9
V,95.95,,,11
V,66.84,,,11
S,108.60,,,11
V,110.90,,,11
V,78.94,,,11
V,113.56,,,11
S,144.02,,,11
S,130.08,,,11
S,152.57,,,11
S,67.81,,,11
V,41.81,,,11
S,42.10,,,11
S,126.35,,,11
V,112.92,,,12
V,103.41,,,11
V,106.84,,,12
V,122.81,,,11
V,142.54,,,11
V,98.64,,,11
V,122.58,,,11
V,81.00,,,11
S,130.32,,,11
S,130.78,,,11
S,119.06,,,11
V,174.55,,,12
V,122.64,,,12
V,156.47,,,12
V,91.93,,,12
V,152.72,,,12
V,118.98,,,12
S,122.03,,,12
V,76.84,,,12
V,119.96,,,12
S,137.89,,,12
S,84.35,,,12
V,130.71,,,12
V,141.56,,,12
S,124.52,,,12
V,112.65,,,14
S,171.15,,,12
V,145.79,,,13
S,129.42,,,12
S,112.33,,,13
V,103.64,,,13
S,139.53,,,13
S,97.52,,,14
V,119.16,,,13
S,110.30,,,13
S,79.26,,,13
S,135.33,,,13
V,101.63,,,13
S,128.29,,,13
S,155.08,,,13
V,136.68,,,13
V,134.55,,,13
V,91.08,,,13
V,73.88,,,13
S,127.49,,,14
V,139.79,,,13
S,127.01,,,14
S,137.23,,,14
V,143.68,,,15
S,115.62,,,13
V,133.63,,,14
S,164.84,,,14
S,148.37,,,14
S,141.76,,,13
V,154.09,,,14
V,75.76,,,14
V,154.61,,,14
V,115.80,,,15
V,163.30,,,14
V,174.01,,,14
S,174.69,,,14
S,113.95,,,13
S,127.81,,,14
S,137.53,,,14
S,161.15,,,14
V,139.79,,,14
V,177.51,,,14
V,112.30,,,14
V,140.82,,,14
V,181.52,,,15
V,134.78,,,14
V,117.81,,,15
V,180.72,,,15
v,,47,130,11
s,,53,142,11
s,,51,103,11
v,,32,110,11
v,,37,168,12
v,,48,135,11
V,92.95,,,9
v,,37,57,12
s,,46,78,11
v,,44,87,11
s,,39,74,11
s,,30,78,11
s,,37,90,11
v,,35,220,9
v,,75,248,9
v,,44,,10
v,,59,,9
S,88.24,,,10
s,,57,159,9
s,,51,111,9
s,,30,87,9
s,,58,84,9
v,,65,385,9
v,,48,136,10
s,,42,99,9
s,,36,107,9
v,,34,134,9
v,,45,,9
S,92.36,,,9
s,,56,168,10
s,,55,,7
s,,53,108,10
s,,72,98,10
s,,53,190,9
s,,55,201,10
s,,85,165,8
v,,52,247,10
v,,75,145,10
v,,35,,9
S,85.20,,,9
s,,70,178,8
s,,79,252,8
s,,78,148,8
v,,68,137,8
s,,64,,8
v,,38,67,11
v,,60,108,11
s,,53,82,11
s,,40,62,12
s,,42,61,11
V,88.60,,,9
s,,40,72,12
v,,54,97,11
v,,47,75,11
v,,59,88,12
s,,33,76,11
s,,31,60,11
s,,62,244,11
s,,37,95,12
s,,22,68,12
s,,39,101,13
V,111.91,,,10
S,112.16,,,9
s,,29,93,12
s,,37,62,12
s,,32,51,12
s,,46,169,12
s,,80,124,12
s,,37,129,12
v,,38,121,12
s,,38,160,12
S,122.59,,,9
S,134.17,,,9
S,77.15,,,9
S,92.13,,,9
S,116.54,,,9
S,87.73,,,9
S,116.83,,,9
S,55.10,,,9
V,58.28,,,9
V,85.48,,,9
V,67.85,,,9
V,120.88,,,9
V,99.10,,,10
V,81.03,,,9
S,54.05,,,7
S,56.27,,,7
S,34.86,,,7
S,66.05,,,7
V,69.34,56,203,10
V,107.73,31,227,10
S,44.63,64,,8
V,32.24,61,,8
V,100.92,44,,8
V,37.56,84,195,9
S,42.53,67,484,8
V,45.88,54,,8
V,50.20,56,,9
V,94.24,,,8
S,,,,8
V,93.66,27,106,10
V,8.51,49,,8
V,,,,7
V,92.97,38,,14
V,95.49,53,184,14
V,110.56,56,,12
V,43.74,80,,11
V,141.98,31,,12
V,45.04,76,,9
V,67.40,37,191,10
V,43.65,44,,11
V,44.16,56,60,10
V,42.02,85,,9
V,43.59,66,209,9
V,67.18,42,,10
V,112.44,56,,13
V,149.43,25,125,17
S,155.52,28,48,12
V,112.46,45,142,16
V,76.62,25,,16
S,75.55,36,,19
S,134.67,30,64,18
V,40.54,41,149,12
V,96.94,52,72,13
V,103.12,51,102,14
V,110.53,34,72,18
V,106.85,26,60,14
V,118.88,34,107,15
V,116.10,35,138,14
V,74.57,42,103,14
,116.91,,,
V,100.61,47,,15
V,96.77,29,60,14
V,53.13,75,221,11
V,136.70,28,130,17
S,92.14,40,121,10
V,45.54,82,,10
V,91.32,55,267,9
V,88.13,45,,9
V,58.35,48,99,11
V,71.10,25,80,12
V,88.46,46,,16
V,57.82,67,185,9
S,112.46,38,100,17
S,81.07,39,117,10
S,95.33,33,108,12
V,76.38,40,88,12
V,67.06,52,,14
S,86.92,51,95,16
V,171.70,46,98,12
V,87.92,40,71,15
V,127.56,31,60,12
V,92.25,38,328,15
V,132.82,64,,14
V,109.82,23,122,14
V,83.08,66,130,11
V,139.46,39,72,15
V,85.98,53,143,13
V,91.28,42,102,15
S,112.77,25,,15
S,90.99,61,135,15
V,66.56,54,,14
V,151.57,39,70,15
V,90.94,40,,11
V,102.99,33,69,11
V,121.89,31,40,12
V,36.34,25,61,12
V,76.97,41,116,12
V,109.77,33,99,11
S,80.77,38,80,11
V,103.61,57,66,11
V,97.33,77,,12
V,135.96,50,297,15
V,112.34,57,184,11
S,124.34,69,137,9
S,108.00,89,144,9
S,121.57,49,76,8
S,72.65,71,,9
S,30.71,57,189,9
V,142.70,,,13
V,153.94,,,12
V,101.67,,,12
V,109.64,,,12
V,117.59,,,13
S,136.06,,,12
S,175.68,,,12
S,75.13,57,166,8
S,124.62,60,108,8
S,27.73,87,227,8
V,28.46,50,,8
V,33.43,117,251,8
S,76.07,100,136,8
V,103.71,65,132,9
V,77.02,82,174,9
S,71.48,65,128,9
S,42.76,91,185,8
S,60.96,49,201,8
S,148.58,25,58,18
V,99.74,37,,11
S,134.72,36,67,18
S,121.30,35,74,18
S,174.67,28,59,17
S,139.61,27,101,18
S,152.64,48,76,17
V,148.68,30,74,18
S,142.60,39,76,18
S,149.06,,,12
S,59.07,,,13
V,85.22,,,11
S,167.15,38,65,18
S,118.90,30,57,11
S,116.64,56,246,11
S,84.60,50,94,12
V,156.91,29,50,18
S,130.65,36,153,11
S,117.32,73,85,11
S,128.88,45,158,11
S,144.75,45,116,11
S,116.87,,,16
S,163.87,23,48,17
S,163.52,32,71,17
V,153.94,,,11
V,69.12,,,11
V,107.35,,,11
V,99.88,,,12
V,95.15,,,13
V,113.87,,,11
V,128.90,,,13
S,106.34,,,13
S,171.65,,,14
S,163.45,31,55,17
S,138.54,23,48,14
S,176.07,44,68,14
V,161.09,,,15
V,154.55,,,15
S,153.54,29,54,14
S,146.89,24,40,14
S,144.04,26,47,14
S,131.72,28,77,15
S,173.33,34,84,14
V,94.03,42,99,14
S,142.34,32,143,14
S,163.35,34,83,17
S,128.93,22,49,17
S,166.48,,,15
V,162.98,,,15
V,73.42,,,15
S,142.68,36,130,17
S,115.16,29,69,14
S,108.89,38,76,16
V,103.41,,,15
V,23.60,80,,7
V,106.66,,,16
V,153.30,,,14
S,43.99,87,270,7
S,40.48,81,207,7
S,17.19,80,,7
V,24.84,173,388,7
V,77.94,44,,9
V,62.59,78,,9
V,40.98,53,,9
S,103.68,75,105,9
V,62.89,52,167,9
S,64.83,53,125,10
V,70.35,63,182,10
V,54.85,71,,9
V,75.65,67,184,9
V,42.87,57,165,9
V,96.76,27,,10
S,72.99,57,189,8
S,97.97,82,135,8
V,57.40,82,191,8
S,65.75,69,159,8
S,110.49,63,209,8
S,61.19,74,181,8
S,83.72,57,163,8
S,28.05,82,249,8
S,52.17,49,,8
S,102.94,93,,8
V,33.91,56,,7
V,15.15,62,,7
S,60.27,90,,9
S,34.34,54,202,7
V,38.88,46,,7
V,18.69,103,,7
S,45.00,79,397,7
S,14.91,70,335,7
S,48.21,49,144,7
S,49.14,84,,6
S,28.44,115,,7
V,40.83,74,120,7
V,42.62,51,,10
S,109.40,48,190,9
V,95.77,,,13
V,168.55,,,13
S,134.96,,,12
V,155.72,,,15
S,115.10,,,12
S,153.30,,,12
V,115.44,,,14
S,163.35,,,11
V,129.50,,,11
S,153.03,,,12
V,117.36,31,69,10
V,74.05,43,90,11
V,75.82,60,94,10
V,98.72,70,,10
S,72.96,79,218,9
V,60.78,83,,9
S,84.85,70,149,9
S,150.49,,,14
S,143.30,,,11
S,132.86,,,11
V,158.28,,,14
S,135.58,,,13
S,171.43,23,103,14
V,137.40,33,97,17
S,151.16,34,150,17
S,141.59,39,97,17
S,134.02,26,44,17
S,134.42,51,89,14
S,144.51,31,61,14
V,125.10,,,14
V,113.26,,,14
V,133.04,,,13
V,147.25,,,13
S,149.91,,,15
S,167.90,,,16
S,130.97,,,15
S,155.05,,,15
V,81.15,,,16
S,131.78,,,13
S,98.65,,,15
V,99.91,,,13
V,117.84,,,14
V,126.60,,,13
V,90.37,,,13
S,160.54,,,13
S,172.53,,,13
S,118.75,,,13
S,112.58,,,12
S,95.88,,,12
S,158.92,25,53,14
S,161.90,31,42,14
S,164.56,19,41,18
S,164.26,24,79,18
S,139.04,23,50,18
S,143.38,33,50,18
S,171.05,29,41,18
S,165.74,27,108,18
V,166.45,61,93,14
S,146.15,42,75,14
S,119.19,46,256,15
V,91.98,27,,11
V,114.37,58,108,11
S,92.45,48,100,11
V,84.78,34,154,11
V,123.22,38,63,11
V,95.32,41,102,11
V,98.73,44,62,11
V,96.45,33,121,10
V,92.77,38,89,10
V,101.18,,,12
S,116.42,,,12
V,130.35,,,16
S,149.83,,,15
S,131.66,,,15
S,151.51,,,15
S,146.81,,,15
V,176.51,,,18
V,196.28,,,18
V,154.42,,,17
S,149.05,,,17
V,163.83,,,17
V,150.58,,,17
V,136.84,,,17
V,121.50,,,18
S,172.95,,,17
V,111.42,,,16
S,157.13,,,16
S,170.72,,,16
S,127.87,,,14
S,15.85,,,7
S,33.71,,,7
S,41.86,,,7
S,17.36,,,7
V,36.65,,,7
V,24.74,,,7
V,37.94,,,7
V,51.26,,,9
V,110.43,,,9
V,82.17,,,9
S,92.16,,,9
S,88.36,,,9
S,63.89,,,9
V,113.47,,,10
S,100.31,,,9
V,102.25,,,10
V,100.06,,,10
S,87.10,,,10
V,104.28,,,10
V,98.65,,,10
S,142.96,,,13
V,103.15,,,14
V,127.41,,,13
V,137.18,,,13
V,136.67,,,13
V,105.30,,,13
S,162.74,,,13
V,122.92,32,108,11
V,98.19,29,60,11
V,68.84,63,243,11
V,127.28,52,183,11
V,82.89,46,123,11
V,72.59,40,139,12
V,94.09,43,65,11
S,128.54,,,12
V,114.05,,,13
V,102.54,59,193,12
V,139.78,47,157,11
V,125.60,29,86,11
S,132.32,45,117,16
S,109.09,59,88,16
V,139.53,22,70,16
S,172.95,20,41,16
S,125.00,33,66,16
S,150.67,30,99,16
S,144.72,67,101,16
S,148.57,42,125,16
S,141.02,,,11
S,157.36,40,54,17
V,77.56,,,11
V,109.88,,,11
V,70.93,,,12
V,140.64,,,12
V,94.59,,,12
V,127.60,25,75,17
V,128.85,33,50,15
S,127.37,26,59,15
S,138.33,35,75,15
S,71.54,,,9
S,129.63,,,9
V,111.33,,,9
S,66.60,,,9
V,104.22,,,9
V,101.80,,,9
V,71.71,,,9
V,51.09,,,9
S,111.97,,,9
S,59.97,,,10
S,107.08,,,9
S,97.42,,,9
S,100.68,,,9
V,90.07,,,9
S,99.74,,,10
V,60.42,,,9
S,99.70,,,9
S,54.39,,,9
S,73.94,,,9
V,45.62,,,9
V,60.44,,,9
V,62.26,,,9
V,66.62,,,10
S,111.86,,,10
S,136.60,,,9
V,85.13,,,10
V,83.24,,,9
V,68.62,,,10
V,112.25,,,10
S,72.71,,,10
S,101.71,,,10
V,133.20,,,11
S,85.29,,,10
S,109.86,,,10
S,111.30,,,10
V,102.94,,,10
S,154.03,,,10
S,69.31,,,9
S,116.46,,,9
S,83.34,,,9
V,92.38,,,9
S,102.79,,,9
S,68.68,,,9
V,83.47,,,9
V,113.32,,,9
S,82.80,,,9
V,54.50,,,9
S,128.47,,,9
V,112.13,,,9
S,99.95,,,9
S,98.76,,,10
S,101.35,,,10
S,119.12,,,11
S,91.20,,,10
S,116.21,,,10
V,73.32,,,10
S,115.40,,,10
S,92.78,,,10
S,136.06,,,11
V,119.16,,,10
V,105.70,,,10
V,99.36,,,8
V,98.61,,,10
S,101.05,,,10
S,62.78,,,7
V,108.49,,,8
V,93.61,,,8
V,65.12,,,8
V,45.46,,,8
V,69.16,,,9
S,60.80,,,8
S,85.14,,,8
V,87.99,,,8
S,80.86,,,9
S,63.60,,,8
S,45.75,,,7
V,54.04,,,7
V,34.25,,,7
V,76.88,,,8
S,43.51,,,7
S,81.27,,,7
S,52.28,,,7
V,71.42,,,7
V,107.08,,,7
s,55.12,,,7
S,64.27,,,7
S,66.55,,,7
V,33.11,,,7
V,39.50,,,7
S,60.93,,,7
S,93.03,,,9
V,47.85,,,7
S,68.19,,,7
S,40.72,,,7
S,67.03,,,7
S,56.52,,,8
V,79.27,,,8
S,85.51,,,8
S,54.80,,,8
V,75.20,,,9
S,105.69,,,8
V,82.35,,,8
S,114.34,,,8
S,82.11,,,7
S,18.12,,,7
S,70.13,,,7
S,62.50,,,7
V,60.50,,,7
S,37.97,,,8
V,80.85,,,7
V,66.70,,,7
S,45.82,,,7
V,34.20,,,7
S,91.32,,,7
S,27.17,,,7
V,40.84,,,8
S,100.58,,,10
S,153.38,,,15
S,130.56,,,16
V,176.12,,,16
V,164.23,,,15
S,162.30,,,15
S,174.06,,,15
S,73.86,,,9
V,104.45,,,15
V,113.90,,,15
S,139.25,,,15
V,156.98,,,15
V,151.00,,,15
S,145.08,,,16
S,161.89,,,16
V,89.35,,,8
S,132.38,,,15
S,149.69,,,16
S,144.78,,,17
V,148.25,,,16
S,180.03,,,16
S,162.70,,,16
V,118.06,,,17
S,155.13,,,16
V,128.08,,,16
V,153.76,,,16
V,134.97,,,18
S,178.35,,,16
V,154.30,,,16
V,160.62,,,16
V,153.43,,,16
S,158.09,,,15
S,178.39,,,15
S,140.48,,,15
V,145.20,,,15
V,113.32,,,15
V,156.59,,,16
S,149.83,,,16
S,175.45,,,16
V,135.18,,,16
V,146.26,,,17
S,163.00,,,16
V,156.06,,,16
V,139.95,,,16
V,246.68,,,17
V,189.81,,,16
S,162.57,,,17
S,144.60,,,16
S,173.82,,,17
V,175.48,,,18
S,139.83,,,18
S,138.58,,,18
S,172.09,,,18
V,170.99,,,19
V,174.16,,,18
S,198.78,,,18
S,160.44,,,18
S,134.96,,,18
S,202.82,,,18
V,150.03,,,18
S,154.53,,,19
S,156.56,,,18
S,183.00,,,15
S,183.67,,,15
S,182.61,,,15
V,133.07,,,15
V,146.34,,,16
V,137.86,,,16
S,146.07,,,15
V,143.45,,,15
S,179.35,,,16
S,162.77,,,15
V,153.94,,,15
V,124.07,,,15
V,161.18,,,15
V,162.16,,,15
V,149.07,,,15
V,150.17,,,15
S,154.83,,,16
S,149.14,,,18
V,164.11,,,19
V,112.02,,,15
V,152.70,,,13
V,173.04,,,17
V,170.53,,,17
V,193.50,,,17
S,208.89,,,16
S,141.81,,,11
V,155.69,,,17
V,126.38,,,17
S,100.03,,,8
V,54.69,,,7
V,78.16,,,9
V,59.01,,,7
S,102.60,,,7
S,19.57,,,7
V,50.57,,,7
S,73.54,,,8
V,42.62,,,7
V,22.10,,,7
V,125.94,,,7
S,39.52,,,7
S,30.54,,,7
V,62.41,,,9
S,37.24,,,7
S,69.29,,,7
S,27.00,,,7
S,53.84,,,8
V,24.15,,,7
S,45.48,,,6
S,8.92,,,7
V,24.31,,,7
S,47.63,,,7
S,26.70,,,7
S,109.38,,,10
S,61.54,,,7
S,17.71,,,7
S,27.09,,,7
S,91.07,,,7
V,13.64,,,6
S,55.52,,,8
V,31.82,,,7
V,110.29,,,7
V,103.69,,,7
V,29.13,,,7
S,134.82,,,9
V,49.85,,,7
S,123.74,,,12
S,113.90,,,13
S,134.05,,,12
S,137.84,,,12
S,134.24,,,12
S,151.24,,,12
S,140.07,,,12
V,138.07,,,12
S,154.38,,,12
S,114.27,,,9
S,123.62,,,12
S,120.67,,,12
S,131.81,,,12
S,108.39,,,12
S,133.22,53,139,11
V,103.06,60,118,11
V,92.42,54,100,10
S,111.91,40,78,10
V,124.84,60,143,10
S,106.69,57,102,10
V,66.57,,,10
S,114.04,54,157,10
V,68.30,59,254,10
V,104.43,43,127,10
V,108.18,82,111,10
S,134.25,48,95,10
S,128.93,55,193,11
V,77.55,62,157,10
V,64.97,34,133,10
V,79.72,49,120,10
V,76.62,105,156,10
S,26.64,,,7
S,55.28,,,7
S,38.43,,,7
S,85.46,,,7
S,36.85,,,7
S,34.70,,,7
S,41.32,,,7
S,65.82,,,7
V,42.92,,,8
V,19.84,,,7
V,33.30,,,8
V,18.15,,,8
V,27.26,,,7
V,134.76,,,7
V,29.67,,,7
V,47.48,,,7
S,96.30,,,10
V,96.59,,,10
V,70.18,,,10
S,88.06,,,10
V,117.16,,,11
V,95.88,,,10
V,134.04,,,10
V,118.03,,,10
V,68.01,,,10
S,125.34,,,11
V,121.51,,,10
S,97.91,,,10
S,106.33,,,11
S,110.36,,,10
V,67.65,,,11
S,94.18,,,10
S,157.32,,,10
V,131.21,,,10
V,83.58,,,10
V,115.06,,,11
V,133.96,,,10
V,54.69,,,10
S,86.74,,,10
V,32.28,,,7
V,69.90,,,7
V,89.93,,,7
V,34.84,,,7
V,67.20,,,7
S,70.84,,,7
S,108.54,,,8
S,80.86,,,7
S,37.89,,,7
S,47.82,,,6
S,46.49,,,7
S,44.64,,,7
S,92.45,,,7
V,46.90,,,9
V,41.21,,,9
S,135.21,,,9
S,117.00,,,9
V,97.80,,,10
S,82.80,,,9
V,47.21,,,10
S,116.97,,,9
V,136.83,,,9
S,109.88,,,9
V,73.90,,,9
S,91.18,,,9
S,78.42,,,9
S,102.16,,,9
V,112.03,,,10
V,90.12,,,10
S,107.68,,,9
S,136.22,,,9
V,60.80,,,9
V,82.24,,,8
S,115.86,,,8
S,101.51,,,8
S,64.54,,,9
V,118.59,,,8
V,127.13,,,9
V,53.11,,,9
V,91.52,,,8
V,127.82,,,8
,78.73,,,
S,,,,8
S,,48,133,9
S,,73,105,10
S,,103,256,8
V,,25,187,9
S,,62,90,9
S,,36,172,9
V,,39,149,9
V,,32,219,9
S,,54,197,9
V,,55,,7
V,,56,,7
S,,68,,7
V,,57,254,8
V,,134,,7
V,,56,,8
S,,95,,8
S,,331,,7
S,,447,,7
S,,,,7
V,,60,151,6
S,,64,198,8
V,,137,,7
V,,79,,7
V,,58,,7
S,,70,,8
S,,85,,8
S,,74,,8
S,,75,,8
V,,46,,9
V,,48,71,10
V,,39,187,10
V,,40,82,11
S,,80,,8
V,,59,,11
S,,59,88,11
V,,25,127,10
V,,64,,11
S,,48,160,11
S,,51,136,10
S,,83,,10
V,,48,259,10
V,,48,136,10
V,,30,43,15
S,,39,63,15
S,,41,127,10
V,,56,130,15
V,,29,78,16
V,,42,83,15
S,,38,103,9
S,,78,317,9
S,,61,196,10
V,,33,51,15
V,,21,68,15
V,,28,85,12
V,,41,,12
S,,40,105,11
V,,39,,11
V,,35,120,12
V,,59,204,12
S,,58,122,11
S,,44,81,11
S,,49,67,11
V,,47,143,12
S,,29,67,11
S,,46,225,11
S,,49,112,11
V,,26,66,12
V,,43,126,14
S,,44,118,13
S,,34,141,13
V,,25,59,13
S,,26,70,14
V,,36,152,15
V,,41,56,13
S,149.88,,,12
S,69.40,,,13
V,127.76,,,12
V,125.66,,,13
V,105.25,,,12
S,110.56,,,13
V,158.47,,,12
S,123.98,,,12
S,140.49,,,13
V,150.90,,,12
S,158.09,,,13
V,188.77,,,12
V,110.46,,,13
S,132.23,,,13
V,153.19,,,13
V,140.83,,,13
S,124.86,,,13
S,132.93,,,13
S,163.69,,,13
S,155.53,,,14
S,158.15,,,12
V,113.34,,,11
S,112.37,,,11
S,83.38,,,11
S,92.18,,,11
S,119.95,,,11
V,91.92,,,11
S,127.93,,,11
V,109.86,,,11
V,87.35,,,13
V,140.19,,,11
V,111.37,,,13
V,168.43,,,14
S,112.52,,,15
V,117.91,,,15
V,156.19,,,15
S,163.81,,,14
V,132.00,,,14
V,124.13,,,14
V,130.05,,,14
V,147.41,,,15
S,187.27,,,14
V,104.29,,,15
S,166.06,,,14
S,171.54,,,14
V,139.66,,,15
S,162.57,,,13
S,183.82,,,14
S,145.66,,,14
S,120.96,,,11
S,178.70,,,15
V,143.09,,,14
V,141.88,,,15
V,178.49,,,14
V,137.67,,,15
V,115.23,,,15
V,165.45,,,15
V,115.77,,,12
S,179.15,,,12
V,119.25,,,11
S,138.81,,,14
S,127.82,,,14
V,132.40,,,12
V,152.39,,,12
S,100.34,,,12
S,131.12,,,14
V,165.64,,,13
V,110.03,,,12
V,184.77,,,12
V,58.00,,,11
V,96.74,,,11
V,114.10,,,11
S,142.21,,,11
S,164.25,,,11
V,77.64,,,11
V,112.90,,,12
V,155.16,,,12
V,141.92,,,11
V,205.59,,,14
S,151.67,,,13
S,127.97,,,14
V,164.95,,,13
S,140.78,,,13
V,132.86,,,13
V,135.59,,,13
V,111.95,,,13
V,135.54,,,13
V,127.95,,,14
V,155.45,,,13
S,123.11,,,13
S,135.14,,,13
S,146.75,,,13
S,147.70,,,13
S,124.40,,,15
S,178.51,,,15
S,150.38,,,16
S,161.16,,,15
S,185.67,,,14
V,184.40,,,15
S,,51,110,10
S,,40,152,9
S,,44,84,9
V,,54,,9
S,,65,,9
S,,54,172,9
S,,40,249,10
S,,20,53,10
V,,43,,9
V,,62,,9
S,,51,170,10
V,,32,82,9
V,,55,120,9
S,,40,220,9
S,,40,95,10
S,,34,71,10
V,,38,,9
S,,54,157,9
S,,47,77,12
S,,36,56,13
V,,36,,14
V,,27,97,12
V,,25,88,12
S,,36,73,13
V,,40,132,12
S,,40,126,15
V,,31,80,14
V,,58,90,14
S,,25,62,10
V,,37,77,10
S,,55,98,9
V,,46,,9
S,,50,101,9
S,,48,230,10
S,,64,176,9
S,,47,200,9
S,,43,188,8
S,,48,121,8
V,,33,78,9
S,,69,173,8
V,,55,116,8
S,,48,,8
S,,79,145,9
V,,68,94,10
S,,53,,9
V,,31,169,10
V,,42,86,11
V,,58,130,10
V,,39,134,11
V,,48,84,10
V,,56,,10
S,,36,105,10
S,,40,76,10
S,,37,72,10
S,,28,147,8
S,,94,,7
S,,79,,7
S,,39,219,7
S,,80,,8
S,,46,92,8
S,,93,223,8
V,,33,242,9
S,,38,98,8
S,,49,232,8
V,,51,75,8
S,,77,,8
V,,40,64,15
V,,36,,9
V,,41,87,15
S,,29,64,15
V,,25,64,13
V,,31,,13
V,,27,118,13
V,,35,118,13
,,,,
,,,,
